Date,Adj Close
1986-05-19,10.876964569091797
1986-05-20,11.013463020324707
1986-05-21,10.987862586975098
1986-05-22,11.205405235290527
1986-05-23,11.260860443115234
1986-05-27,11.422951698303223
1986-05-28,11.51252269744873
1986-05-29,11.572237968444824
1986-05-30,11.546648979187012
1986-06-02,11.44427490234375
1986-06-03,11.469867706298828
1986-06-04,11.39735221862793
1986-06-05,11.47412395477295
1986-06-06,11.478397369384766
1986-06-09,11.218206405639648
1986-06-10,11.205405235290527
1986-06-11,11.277924537658691
1986-06-12,11.294981956481934
1986-06-13,11.48692798614502
1986-06-16,11.503993034362793
1986-06-17,11.422951698303223
1986-06-18,11.452804565429688
1986-06-19,11.410152435302734
1986-06-20,11.572237968444824
1986-06-23,11.46560001373291
1986-06-24,11.55517292022705
1986-06-25,11.644754409790039
1986-06-26,11.636220932006836
1986-06-27,11.679159164428711
1986-06-30,11.739272117614746
1986-07-01,11.795090675354004
1986-07-02,11.829439163208008
1986-07-03,11.786504745483398
1986-07-07,11.425824165344238
1986-07-08,11.309889793395996
1986-07-09,11.37000846862793
1986-07-10,11.374297142028809
1986-07-11,11.339943885803223
1986-07-14,11.146723747253418
1986-07-15,10.936325073242188
1986-07-16,11.000740051269531
1986-07-17,11.052260398864746
1986-07-18,11.065146446228027
1986-07-21,11.060846328735352
1986-07-22,11.151019096374512
1986-07-23,11.176777839660645
1986-07-24,11.138138771057129
1986-07-25,11.245479583740234
1986-07-28,11.052260398864746
1986-07-29,10.987853050231934
1986-07-30,11.086613655090332
1986-07-31,11.065146446228027
1986-08-01,11.00932502746582
1986-08-04,11.065146446228027
1986-08-05,11.116667747497559
1986-08-06,11.108087539672852
1986-08-07,11.125256538391113
1986-08-08,11.120962142944336
1986-08-11,11.30129337310791
1986-08-12,11.43012523651123
1986-08-13,11.537460327148438
1986-08-14,11.56322956085205
1986-08-15,11.606169700622559
1986-08-18,11.623337745666504
1986-08-19,11.58469295501709
1986-08-20,11.73497486114502
1986-08-21,11.730683326721191
1986-08-22,11.752154350280762
1986-08-25,11.64480972290039
1986-08-26,11.88096809387207
1986-08-27,11.906723976135254
1986-08-28,11.885255813598633
1986-08-29,11.889552116394043
1986-09-02,11.683451652526855
1986-09-03,11.75644588470459
1986-09-04,11.936783790588379
1986-09-05,11.777915954589844
1986-09-08,11.670576095581055
1986-09-09,11.653392791748047
1986-09-10,11.623337745666504
1986-09-11,11.065146446228027
1986-09-12,10.85474681854248
1986-09-15,10.914860725402832
1986-09-16,10.910571098327637
