Date,Adj Close
1986-05-19,0.9360817670822144
1986-05-20,0.9342101216316223
1986-05-21,0.9435714483261108
1986-05-22,0.9416981935501099
1986-05-23,0.9435714483261108
1986-05-27,0.9482506513595581
1986-05-28,0.9360817670822144
1986-05-29,0.9344865083694458
1986-05-30,0.9344865083694458
1986-06-02,0.9222887754440308
1986-06-03,0.9241657853126526
1986-06-04,0.9222887754440308
1986-06-05,0.9194750785827637
1986-06-06,0.9326111674308777
1986-06-09,0.9279192090034485
1986-06-10,0.9241657853126526
1986-06-11,0.9232280254364014
1986-06-12,0.926043689250946
1986-06-13,0.930734395980835
1986-06-16,0.9438695311546326
1986-06-17,0.9438695311546326
1986-06-18,0.9410548806190491
1986-06-19,0.9354264736175537
1986-06-20,0.9401164054870605
1986-06-23,0.945745050907135
1986-06-24,0.9494979381561279
1986-06-25,0.9513739943504333
1986-06-26,0.9523133635520935
1986-06-27,0.9560661315917969
1986-06-30,0.9645603895187378
1986-07-01,0.9645603895187378
1986-07-02,0.9645603895187378
1986-07-03,0.9711666703224182
1986-07-07,0.9702228903770447
1986-07-08,0.9607849717140198
1986-07-09,0.9645603895187378
1986-07-10,0.9683345556259155
1986-07-11,0.9683345556259155
1986-07-14,0.9692800045013428
1986-07-15,0.9702228903770447
1986-07-16,0.9777732491493225
1986-07-17,0.9702228903770447
1986-07-18,0.9692800045013428
1986-07-21,0.9711666703224182
1986-07-22,0.9655035138130188
1986-07-23,0.9560664892196655
1986-07-24,0.951347291469574
1986-07-25,0.9494602680206299
1986-07-28,0.9428527355194092
1986-07-29,0.94190913438797
1986-07-30,0.9456850290298462
1986-07-31,0.9570779204368591
1986-08-01,0.9570779204368591
1986-08-04,0.9589769840240479
1986-08-05,0.9551798701286316
1986-08-06,0.9513818025588989
1986-08-07,0.9542297720909119
1986-08-08,0.9665728807449341
1986-08-11,0.9760676622390747
1986-08-12,0.9751186370849609
1986-08-13,0.9808157682418823
1986-08-14,0.9817651510238647
1986-08-15,0.9827150702476501
1986-08-18,0.9836637377738953
1986-08-19,0.9893598556518555
1986-08-20,0.9941089749336243
1986-08-21,0.9941089749336243
1986-08-22,0.9922096729278564
1986-08-25,0.9884114265441895
1986-08-26,0.9893598556518555
1986-08-27,0.9884114265441895
1986-08-28,0.9941089749336243
1986-08-29,1.0020371675491333
1986-09-02,0.9982163310050964
1986-09-03,0.9819764494895935
1986-09-04,0.9819764494895935
1986-09-05,0.9724240303039551
1986-09-08,0.9686026573181152
1986-09-09,0.9695591330528259
1986-09-10,0.9695591330528259
1986-09-11,0.9590513706207275
1986-09-12,0.9533196091651917
1986-09-15,0.9533196091651917
1986-09-16,0.9533196091651917
1986-09-17,0.9590513706207275
1986-09-18,0.9561852812767029
1986-09-19,0.9437670111656189
1986-09-22,0.9533196091651917
1986-09-23,0.9494994282722473
1986-09-24,0.9571410417556763
1986-09-25,0.9590513706207275
1986-09-26,0.9590513706207275
1986-09-29,0.954274594783783
1986-09-30,0.9657090902328491
1986-10-01,0.9705153703689575
1986-10-02,0.9695538878440857
1986-10-03,0.9762789607048035
1986-10-06,0.9762789607048035
1986-10-07,0.9762789607048035
1986-10-08,0.9743573665618896
1986-10-09,0.9695538878440857
1986-10-10,0.9676311016082764
1986-10-13,0.9676311016082764
1986-10-14,0.9609054923057556
1986-10-15,0.9599437713623047
1986-10-16,0.9609054923057556
1986-10-17,0.9580227732658386
1986-10-20,0.950334906578064
1986-10-21,0.9570621252059937
1986-10-22,0.9599437713623047
1986-10-23,0.964748740196228
1986-10-24,0.9637887477874756
1986-10-27,0.9676311016082764
1986-10-28,0.9676311016082764
1986-10-29,0.97147536277771
1986-10-30,0.9782013297080994
1986-10-31,0.9813923835754395
1986-11-03,0.9881604909896851
1986-11-04,0.9862270355224609
1986-11-05,0.9852594137191772
1986-11-06,0.9823586940765381
1986-11-07,0.9765589833259583
1986-11-10,0.9726892709732056
1986-11-11,0.9726892709732056
1986-11-12,0.9755917191505432
1986-11-13,0.9794577360153198
1986-11-14,0.9823586940765381
1986-11-17,0.987194299697876
1986-11-18,0.9891281127929688
1986-11-19,0.9949287176132202
1986-11-20,0.9939615726470947
1986-11-21,0.9949287176132202
1986-11-24,0.9968632459640503
1986-11-25,0.9949287176132202
1986-11-26,0.9939615726470947
1986-11-28,1.000091314315796
1986-12-01,0.998144268989563
1986-12-02,1.0020368099212646
1986-12-03,1.0088467597961426
1986-12-04,1.0127384662628174
1986-12-05,1.0088467597961426
1986-12-08,1.0078742504119873
1986-12-09,1.006900668144226
1986-12-10,1.0088467597961426
1986-12-11,1.010792851448059
1986-12-12,1.0049545764923096
1986-12-15,1.0039821863174438
1986-12-16,1.0030099153518677
1986-12-17,1.0049545764923096
1986-12-18,1.0049545764923096
1986-12-19,1.0059282779693604
1986-12-22,1.006900668144226
1986-12-23,1.0078742504119873
1986-12-24,1.0098187923431396
1986-12-26,1.0088467597961426
1986-12-29,1.0078742504119873
1986-12-30,1.0010628700256348
1986-12-31,1.0039036273956299
1987-01-02,1.0097801685333252
1987-01-05,1.0117381811141968
1987-01-06,1.0136991739273071
1987-01-07,1.0166372060775757
1987-01-08,1.0195752382278442
1987-01-09,1.0185946226119995
1987-01-12,1.022513747215271
1987-01-13,1.0195752382278442
1987-01-14,1.0176160335540771
1987-01-15,1.0156561136245728
1987-01-16,1.0176160335540771
1987-01-19,1.0156561136245728
1987-01-20,1.022513747215271
1987-01-21,1.0234922170639038
1987-01-22,1.0215325355529785
1987-01-23,1.0205532312393188
1987-01-26,1.0156561136245728
1987-01-27,1.0107595920562744
1987-01-28,1.0107595920562744
1987-01-29,1.0078221559524536
1987-01-30,1.0136388540267944
1987-02-02,1.0106804370880127
1987-02-03,1.0106804370880127
1987-02-04,1.0087095499038696
1987-02-05,1.0116664171218872
1987-02-06,1.012653112411499
1987-02-09,1.0165961980819702
1987-02-10,1.005750060081482
1987-02-11,1.0027917623519897
1987-02-12,1.0027917623519897
1987-02-13,1.0077239274978638
1987-02-17,1.0047651529312134
1987-02-18,1.0067358016967773
1987-02-19,1.0106804370880127
1987-02-20,1.012653112411499
1987-02-23,1.012653112411499
1987-02-24,1.0156104564666748
1987-02-25,1.0165961980819702
1987-02-26,1.0175836086273193
1987-02-27,1.0246258974075317
1987-03-02,1.0285930633544922
1987-03-03,1.0295865535736084
1987-03-04,1.0276007652282715
1987-03-05,1.0325615406036377
1987-03-06,1.0276007652282715
1987-03-09,1.0266090631484985
1987-03-10,1.0266090631484985
1987-03-11,1.0256171226501465
1987-03-12,1.0295865535736084
